evaluation_id,category,score,model_version,date
1573,tool_calling,54.28,gpt-3.5-turbo,2026-02-10
1574,tool_calling,82.81,gpt-4,2026-02-10
1575,tool_calling,66.04,claude-3-opus,2026-02-10
1576,tool_calling,57.46,gpt-4,2026-02-10
1577,tool_calling,58.37,gpt-4-turbo,2026-02-10
1578,tool_calling,32.81,claude-3-opus,2026-02-10
1579,tool_calling,46.07,gpt-3.5-turbo,2026-02-10
1580,tool_calling,26.63,gpt-4,2026-02-10
1581,tool_calling,35.16,gpt-4,2026-02-10
1582,reasoning,0.0,gpt-4-turbo,2026-02-11
1583,reasoning,28.06,gpt-4-turbo,2026-02-11
1584,reasoning,15.58,gpt-3.5-turbo,2026-02-11
1585,reasoning,34.68,gpt-4,2026-02-11
1586,reasoning,33.57,gpt-3.5-turbo,2026-02-11
1587,reasoning,34.21,claude-3-opus,2026-02-11
1588,reasoning,11.07,claude-3-opus,2026-02-11
1589,reasoning,21.73,gpt-4,2026-02-11
1590,reasoning,14.78,gpt-3.5-turbo,2026-02-11
1591,reasoning,39.57,gpt-3.5-turbo,2026-02-11
1592,reasoning,66.05,gpt-4,2026-02-11
1593,knowledge,59.38,gpt-4,2026-02-11
1594,knowledge,37.9,gpt-4-turbo,2026-02-11
1595,knowledge,78.74,gpt-4,2026-02-11
1596,knowledge,84.89,gpt-3.5-turbo,2026-02-11
1597,knowledge,64.34,gpt-4-turbo,2026-02-11
1598,knowledge,58.96,gpt-3.5-turbo,2026-02-11
1599,knowledge,49.01,gpt-4,2026-02-11
1600,knowledge,64.95,gpt-4,2026-02-11
1601,knowledge,95.04,gpt-4-turbo,2026-02-11
1602,knowledge,39.72,gpt-4,2026-02-11
1603,knowledge,73.89,gpt-4-turbo,2026-02-11
1604,knowledge,89.66,claude-3-opus,2026-02-11
1605,knowledge,78.58,gpt-4-turbo,2026-02-11
1606,knowledge,89.07,gpt-4,2026-02-11
1607,code,5.71,gpt-4-turbo,2026-02-11
1608,code,40.71,claude-3-opus,2026-02-11
1609,code,59.64,gpt-4-turbo,2026-02-11
1610,code,87.4,claude-3-opus,2026-02-11
1611,code,46.15,gpt-3.5-turbo,2026-02-11
1612,code,52.0,claude-3-opus,2026-02-11
1613,code,49.01,gpt-4,2026-02-11
1614,code,67.53,claude-3-opus,2026-02-11
1615,code,91.63,claude-3-opus,2026-02-11
1616,code,53.87,gpt-4,2026-02-11
1617,code,27.47,gpt-4-turbo,2026-02-11
1618,code,55.9,gpt-4,2026-02-11
1619,code,30.63,gpt-3.5-turbo,2026-02-11
1620,instruction_following,78.17,gpt-4,2026-02-11
1621,instruction_following,82.82,gpt-3.5-turbo,2026-02-11
1622,instruction_following,35.63,gpt-4-turbo,2026-02-11
1623,instruction_following,97.55,claude-3-opus,2026-02-11
1624,instruction_following,37.16,gpt-4,2026-02-11
1625,instruction_following,61.46,gpt-4-turbo,2026-02-11
1626,instruction_following,94.05,gpt-4-turbo,2026-02-11
1627,instruction_following,51.64,gpt-4-turbo,2026-02-11
1628,instruction_following,92.22,gpt-4,2026-02-11
1629,tool_calling,75.32,gpt-3.5-turbo,2026-02-11
1630,tool_calling,13.28,claude-3-opus,2026-02-11
1631,tool_calling,24.72,gpt-4-turbo,2026-02-11
1632,tool_calling,82.01,gpt-3.5-turbo,2026-02-11
1633,tool_calling,61.09,claude-3-opus,2026-02-11
1634,tool_calling,28.06,gpt-3.5-turbo,2026-02-11
1635,tool_calling,61.61,claude-3-opus,2026-02-11
1636,tool_calling,62.04,gpt-4-turbo,2026-02-11
1637,tool_calling,39.52,gpt-4,2026-02-11
1638,tool_calling,53.18,gpt-3.5-turbo,2026-02-11
1639,tool_calling,47.72,gpt-3.5-turbo,2026-02-11
1640,reasoning,18.83,claude-3-opus,2026-02-12
1641,reasoning,41.8,gpt-4-turbo,2026-02-12
1642,reasoning,35.45,claude-3-opus,2026-02-12
1643,reasoning,52.91,gpt-3.5-turbo,2026-02-12
1644,reasoning,16.87,gpt-4,2026-02-12
1645,reasoning,76.73,claude-3-opus,2026-02-12
1646,knowledge,72.15,gpt-4-turbo,2026-02-12
1647,knowledge,50.5,gpt-4-turbo,2026-02-12
1648,knowledge,61.0,gpt-3.5-turbo,2026-02-12
1649,knowledge,85.84,gpt-4,2026-02-12
1650,knowledge,74.2,claude-3-opus,2026-02-12
1651,knowledge,49.16,gpt-3.5-turbo,2026-02-12
1652,knowledge,68.4,claude-3-opus,2026-02-12
1653,knowledge,47.78,claude-3-opus,2026-02-12
1654,knowledge,76.36,gpt-3.5-turbo,2026-02-12
1655,knowledge,70.52,gpt-4,2026-02-12
1656,knowledge,16.61,gpt-4,2026-02-12
1657,knowledge,72.69,claude-3-opus,2026-02-12
1658,knowledge,55.82,gpt-4,2026-02-12
1659,knowledge,59.05,gpt-3.5-turbo,2026-02-12
1660,knowledge,43.22,gpt-4,2026-02-12
1661,code,64.67,gpt-3.5-turbo,2026-02-12
1662,code,49.59,gpt-4,2026-02-12
1663,code,23.64,gpt-3.5-turbo,2026-02-12
1664,code,62.39,gpt-4-turbo,2026-02-12
1665,code,78.95,gpt-4,2026-02-12
1666,code,65.58,gpt-4-turbo,2026-02-12
1667,instruction_following,78.74,gpt-4,2026-02-12
1668,instruction_following,85.94,claude-3-opus,2026-02-12
1669,instruction_following,84.23,claude-3-opus,2026-02-12
1670,instruction_following,50.12,claude-3-opus,2026-02-12
1671,instruction_following,90.6,gpt-4,2026-02-12
1672,instruction_following,100.0,claude-3-opus,2026-02-12
1673,instruction_following,71.26,gpt-3.5-turbo,2026-02-12
1674,instruction_following,70.63,gpt-3.5-turbo,2026-02-12
1675,instruction_following,100.0,gpt-3.5-turbo,2026-02-12
1676,instruction_following,98.54,gpt-4,2026-02-12
1677,instruction_following,85.89,gpt-4,2026-02-12
1678,tool_calling,38.76,gpt-4,2026-02-12
1679,tool_calling,67.42,gpt-3.5-turbo,2026-02-12
1680,tool_calling,77.19,gpt-3.5-turbo,2026-02-12
1681,tool_calling,36.98,claude-3-opus,2026-02-12
1682,tool_calling,40.68,claude-3-opus,2026-02-12
1683,tool_calling,45.59,claude-3-opus,2026-02-12
1684,tool_calling,51.46,claude-3-opus,2026-02-12
1685,tool_calling,48.31,claude-3-opus,2026-02-12
1686,tool_calling,64.13,gpt-4,2026-02-12
1687,reasoning,77.39,claude-3-opus,2026-02-13
1688,reasoning,0.0,gpt-4-turbo,2026-02-13
1689,reasoning,37.47,gpt-4-turbo,2026-02-13
1690,reasoning,29.14,gpt-4-turbo,2026-02-13
1691,reasoning,90.45,claude-3-opus,2026-02-13
1692,reasoning,17.7,gpt-4-turbo,2026-02-13
1693,reasoning,13.94,claude-3-opus,2026-02-13
1694,knowledge,85.77,gpt-4,2026-02-13
1695,knowledge,18.57,claude-3-opus,2026-02-13
1696,knowledge,69.48,claude-3-opus,2026-02-13
1697,knowledge,42.91,claude-3-opus,2026-02-13
1698,knowledge,80.32,gpt-3.5-turbo,2026-02-13
1699,knowledge,75.72,gpt-3.5-turbo,2026-02-13
1700,knowledge,91.74,gpt-3.5-turbo,2026-02-13
1701,knowledge,38.32,gpt-4-turbo,2026-02-13
1702,code,33.86,gpt-4-turbo,2026-02-13
1703,code,39.39,gpt-4,2026-02-13
1704,code,70.41,claude-3-opus,2026-02-13
1705,code,48.6,gpt-4-turbo,2026-02-13
1706,code,74.63,gpt-4,2026-02-13
1707,code,84.4,gpt-3.5-turbo,2026-02-13
1708,code,76.55,gpt-3.5-turbo,2026-02-13
1709,code,35.58,gpt-4-turbo,2026-02-13
1710,code,53.66,claude-3-opus,2026-02-13
1711,code,12.45,gpt-4,2026-02-13
1712,code,62.36,gpt-4,2026-02-13
1713,code,46.66,claude-3-opus,2026-02-13
1714,code,28.11,claude-3-opus,2026-02-13
1715,code,62.14,gpt-4,2026-02-13
1716,code,52.23,gpt-4,2026-02-13
1717,instruction_following,60.52,gpt-4,2026-02-13
1718,instruction_following,95.69,gpt-4,2026-02-13
1719,instruction_following,58.75,gpt-4-turbo,2026-02-13
1720,instruction_following,96.32,gpt-3.5-turbo,2026-02-13
1721,instruction_following,70.27,claude-3-opus,2026-02-13
1722,instruction_following,98.46,gpt-4-turbo,2026-02-13
1723,instruction_following,76.15,gpt-3.5-turbo,2026-02-13
1724,instruction_following,47.65,gpt-4,2026-02-13
1725,instruction_following,90.46,claude-3-opus,2026-02-13
1726,instruction_following,80.01,gpt-4,2026-02-13
1727,instruction_following,58.69,claude-3-opus,2026-02-13
1728,instruction_following,89.92,claude-3-opus,2026-02-13
1729,tool_calling,22.06,gpt-3.5-turbo,2026-02-13
1730,tool_calling,41.25,gpt-4-turbo,2026-02-13
1731,tool_calling,25.16,gpt-4,2026-02-13
1732,tool_calling,62.42,gpt-4,2026-02-13
1733,tool_calling,45.33,gpt-3.5-turbo,2026-02-13
1734,tool_calling,15.44,gpt-3.5-turbo,2026-02-13
1735,tool_calling,37.99,gpt-4-turbo,2026-02-13
1736,tool_calling,9.32,gpt-4-turbo,2026-02-13
1737,tool_calling,35.89,gpt-3.5-turbo,2026-02-13
1738,tool_calling,82.03,claude-3-opus,2026-02-13
1739,reasoning,36.74,gpt-4,2026-02-14
1740,reasoning,58.21,gpt-4,2026-02-14
1741,reasoning,73.84,gpt-4-turbo,2026-02-14
1742,reasoning,21.57,claude-3-opus,2026-02-14
1743,reasoning,14.6,gpt-4,2026-02-14
1744,reasoning,41.77,gpt-4-turbo,2026-02-14
1745,reasoning,64.68,gpt-4,2026-02-14
1746,reasoning,13.52,gpt-4,2026-02-14
1747,knowledge,79.91,gpt-4-turbo,2026-02-14
1748,knowledge,84.98,gpt-3.5-turbo,2026-02-14
1749,knowledge,36.54,gpt-3.5-turbo,2026-02-14
1750,knowledge,35.1,claude-3-opus,2026-02-14
1751,knowledge,73.38,gpt-4-turbo,2026-02-14
1752,knowledge,47.24,gpt-4-turbo,2026-02-14
1753,knowledge,57.9,gpt-3.5-turbo,2026-02-14
1754,code,66.67,gpt-4-turbo,2026-02-14
1755,code,83.88,claude-3-opus,2026-02-14
1756,code,30.35,gpt-3.5-turbo,2026-02-14
1757,code,12.98,gpt-4-turbo,2026-02-14
1758,code,58.26,claude-3-opus,2026-02-14
1759,code,38.98,claude-3-opus,2026-02-14
1760,instruction_following,49.31,gpt-3.5-turbo,2026-02-14
1761,instruction_following,53.46,gpt-4,2026-02-14
1762,instruction_following,90.68,claude-3-opus,2026-02-14
1763,instruction_following,90.25,claude-3-opus,2026-02-14
1764,instruction_following,76.12,claude-3-opus,2026-02-14
1765,instruction_following,59.62,gpt-4-turbo,2026-02-14
1766,tool_calling,49.88,claude-3-opus,2026-02-14
1767,tool_calling,55.31,claude-3-opus,2026-02-14
1768,tool_calling,69.87,gpt-3.5-turbo,2026-02-14
1769,tool_calling,27.09,claude-3-opus,2026-02-14
1770,tool_calling,83.36,claude-3-opus,2026-02-14
1771,tool_calling,20.37,gpt-4-turbo,2026-02-14
1772,tool_calling,51.13,claude-3-opus,2026-02-14
1773,tool_calling,45.26,gpt-3.5-turbo,2026-02-14
1774,tool_calling,45.16,gpt-4-turbo,2026-02-14
1775,tool_calling,37.2,gpt-4,2026-02-14
1776,tool_calling,25.51,claude-3-opus,2026-02-14
1777,tool_calling,20.81,gpt-3.5-turbo,2026-02-14
1778,tool_calling,85.89,gpt-4,2026-02-14
1779,tool_calling,42.42,claude-3-opus,2026-02-14
1780,tool_calling,83.13,gpt-4-turbo,2026-02-14
1781,reasoning,65.54,gpt-4-turbo,2026-02-15
1782,reasoning,30.69,gpt-4-turbo,2026-02-15
1783,reasoning,23.3,claude-3-opus,2026-02-15
1784,reasoning,4.21,claude-3-opus,2026-02-15
1785,reasoning,72.0,gpt-3.5-turbo,2026-02-15
1786,knowledge,72.02,gpt-3.5-turbo,2026-02-15
1787,knowledge,94.41,claude-3-opus,2026-02-15
1788,knowledge,96.83,gpt-3.5-turbo,2026-02-15
1789,knowledge,77.3,claude-3-opus,2026-02-15
1790,knowledge,91.29,claude-3-opus,2026-02-15
1791,knowledge,86.52,gpt-4,2026-02-15
1792,knowledge,37.13,gpt-4-turbo,2026-02-15
1793,knowledge,67.54,gpt-3.5-turbo,2026-02-15
1794,knowledge,86.22,claude-3-opus,2026-02-15
1795,knowledge,85.89,claude-3-opus,2026-02-15
1796,knowledge,68.28,claude-3-opus,2026-02-15
1797,knowledge,86.35,gpt-3.5-turbo,2026-02-15
1798,knowledge,43.7,gpt-3.5-turbo,2026-02-15
1799,code,46.21,gpt-4-turbo,2026-02-15
1800,code,44.33,gpt-4,2026-02-15
1801,code,55.46,gpt-3.5-turbo,2026-02-15
1802,code,36.83,gpt-3.5-turbo,2026-02-15
1803,code,46.31,claude-3-opus,2026-02-15
1804,code,60.9,gpt-4-turbo,2026-02-15
1805,code,30.23,gpt-3.5-turbo,2026-02-15
1806,code,72.59,claude-3-opus,2026-02-15
1807,instruction_following,47.1,claude-3-opus,2026-02-15
1808,instruction_following,81.69,claude-3-opus,2026-02-15
1809,instruction_following,69.81,gpt-4,2026-02-15
1810,instruction_following,88.07,gpt-4,2026-02-15
1811,instruction_following,78.6,gpt-4-turbo,2026-02-15
1812,instruction_following,76.92,claude-3-opus,2026-02-15
1813,instruction_following,75.95,gpt-4-turbo,2026-02-15
1814,instruction_following,52.77,claude-3-opus,2026-02-15
1815,tool_calling,87.06,gpt-3.5-turbo,2026-02-15
1816,tool_calling,21.76,gpt-4,2026-02-15
1817,tool_calling,27.84,gpt-4,2026-02-15
1818,tool_calling,60.38,claude-3-opus,2026-02-15
1819,tool_calling,48.25,gpt-4,2026-02-15
1820,tool_calling,56.29,gpt-4,2026-02-15
1821,tool_calling,53.42,gpt-4,2026-02-15
1822,tool_calling,51.9,gpt-4,2026-02-15
1823,tool_calling,95.34,claude-3-opus,2026-02-15
1824,tool_calling,53.5,claude-3-opus,2026-02-15
1825,tool_calling,37.0,gpt-4,2026-02-15
1826,tool_calling,84.84,claude-3-opus,2026-02-15
1827,tool_calling,32.17,gpt-4-turbo,2026-02-15
1828,tool_calling,26.24,gpt-4,2026-02-15
1829,reasoning,62.69,claude-3-opus,2026-02-16
1830,reasoning,67.26,gpt-4-turbo,2026-02-16
1831,reasoning,29.74,gpt-3.5-turbo,2026-02-16
1832,reasoning,35.65,gpt-4,2026-02-16
1833,reasoning,53.26,claude-3-opus,2026-02-16
1834,reasoning,46.91,gpt-4-turbo,2026-02-16
1835,reasoning,81.93,claude-3-opus,2026-02-16
1836,reasoning,42.06,gpt-4,2026-02-16
1837,reasoning,31.91,gpt-3.5-turbo,2026-02-16
1838,reasoning,67.57,gpt-4-turbo,2026-02-16
1839,reasoning,44.82,claude-3-opus,2026-02-16
1840,reasoning,77.95,claude-3-opus,2026-02-16
1841,reasoning,20.96,claude-3-opus,2026-02-16
1842,reasoning,55.21,gpt-3.5-turbo,2026-02-16
1843,reasoning,54.54,gpt-3.5-turbo,2026-02-16
1844,knowledge,71.58,gpt-4-turbo,2026-02-16
1845,knowledge,59.59,gpt-3.5-turbo,2026-02-16
1846,knowledge,55.37,claude-3-opus,2026-02-16
1847,knowledge,87.92,gpt-4,2026-02-16
1848,knowledge,63.78,claude-3-opus,2026-02-16
1849,knowledge,65.19,claude-3-opus,2026-02-16
1850,knowledge,69.87,claude-3-opus,2026-02-16
1851,knowledge,38.66,gpt-4,2026-02-16
1852,knowledge,37.39,claude-3-opus,2026-02-16
1853,knowledge,80.54,gpt-4-turbo,2026-02-16
1854,knowledge,66.02,gpt-4-turbo,2026-02-16
1855,knowledge,60.15,claude-3-opus,2026-02-16
1856,code,15.54,claude-3-opus,2026-02-16
1857,code,39.81,gpt-4-turbo,2026-02-16
1858,code,58.91,gpt-3.5-turbo,2026-02-16
1859,code,36.55,gpt-4-turbo,2026-02-16
1860,code,49.06,claude-3-opus,2026-02-16
1861,code,34.62,gpt-4-turbo,2026-02-16
1862,instruction_following,62.04,gpt-4-turbo,2026-02-16
1863,instruction_following,84.48,claude-3-opus,2026-02-16
1864,instruction_following,97.07,claude-3-opus,2026-02-16
1865,instruction_following,64.04,gpt-3.5-turbo,2026-02-16
1866,instruction_following,72.84,gpt-4,2026-02-16
1867,instruction_following,83.46,claude-3-opus,2026-02-16
1868,instruction_following,54.87,gpt-3.5-turbo,2026-02-16
1869,instruction_following,55.03,gpt-4,2026-02-16
1870,instruction_following,80.33,gpt-4,2026-02-16
1871,tool_calling,51.89,gpt-4,2026-02-16
1872,tool_calling,28.16,gpt-3.5-turbo,2026-02-16
1873,tool_calling,82.37,gpt-4-turbo,2026-02-16
1874,tool_calling,75.59,gpt-3.5-turbo,2026-02-16
1875,tool_calling,13.65,gpt-3.5-turbo,2026-02-16
1876,tool_calling,49.51,claude-3-opus,2026-02-16
1877,tool_calling,68.04,gpt-4-turbo,2026-02-16
1878,tool_calling,18.06,gpt-4-turbo,2026-02-16
1879,tool_calling,65.82,claude-3-opus,2026-02-16
1880,tool_calling,71.95,gpt-3.5-turbo,2026-02-16
1881,tool_calling,56.98,gpt-4,2026-02-16
1882,tool_calling,58.42,gpt-4-turbo,2026-02-16
1883,tool_calling,51.07,gpt-4,2026-02-16
1884,tool_calling,31.37,gpt-4-turbo,2026-02-16
1885,tool_calling,29.9,gpt-4-turbo,2026-02-16
1886,reasoning,22.25,gpt-3.5-turbo,2026-02-17
1887,reasoning,12.74,gpt-4,2026-02-17
1888,reasoning,13.8,gpt-4-turbo,2026-02-17
1889,reasoning,33.1,gpt-4,2026-02-17
1890,reasoning,35.18,gpt-4,2026-02-17
1891,knowledge,75.45,gpt-4-turbo,2026-02-17
1892,knowledge,92.26,gpt-4,2026-02-17
1893,knowledge,90.22,gpt-4-turbo,2026-02-17
1894,knowledge,81.61,gpt-3.5-turbo,2026-02-17
1895,knowledge,95.9,gpt-4-turbo,2026-02-17
1896,code,32.19,gpt-4,2026-02-17
1897,code,26.11,gpt-4,2026-02-17
1898,code,29.57,gpt-3.5-turbo,2026-02-17
1899,code,71.27,gpt-3.5-turbo,2026-02-17
1900,code,64.33,gpt-3.5-turbo,2026-02-17
1901,code,71.71,gpt-4,2026-02-17
1902,code,75.45,gpt-3.5-turbo,2026-02-17
1903,code,50.87,gpt-4-turbo,2026-02-17
1904,code,25.05,gpt-4,2026-02-17
1905,code,2.62,claude-3-opus,2026-02-17
1906,instruction_following,90.22,gpt-4,2026-02-17
1907,instruction_following,90.65,claude-3-opus,2026-02-17
1908,instruction_following,75.71,claude-3-opus,2026-02-17
1909,instruction_following,83.79,gpt-4-turbo,2026-02-17
1910,instruction_following,86.48,gpt-4,2026-02-17
1911,instruction_following,68.22,gpt-4-turbo,2026-02-17
1912,instruction_following,72.73,gpt-4,2026-02-17
1913,instruction_following,97.05,gpt-3.5-turbo,2026-02-17
1914,tool_calling,60.13,gpt-4-turbo,2026-02-17
1915,tool_calling,84.41,gpt-4,2026-02-17
1916,tool_calling,60.96,gpt-4,2026-02-17
1917,tool_calling,42.45,gpt-4-turbo,2026-02-17
1918,tool_calling,36.49,claude-3-opus,2026-02-17
1919,tool_calling,35.88,gpt-3.5-turbo,2026-02-17
1920,tool_calling,37.17,claude-3-opus,2026-02-17
1921,tool_calling,47.44,gpt-4,2026-02-17
1922,reasoning,20.05,gpt-3.5-turbo,2026-02-18
1923,reasoning,67.35,gpt-3.5-turbo,2026-02-18
1924,reasoning,48.88,gpt-4-turbo,2026-02-18
1925,reasoning,30.03,gpt-4-turbo,2026-02-18
1926,reasoning,26.17,gpt-3.5-turbo,2026-02-18
1927,reasoning,52.68,gpt-4,2026-02-18
1928,reasoning,22.13,claude-3-opus,2026-02-18
1929,reasoning,17.58,gpt-4-turbo,2026-02-18
1930,reasoning,29.87,claude-3-opus,2026-02-18
1931,reasoning,41.94,gpt-4,2026-02-18
1932,reasoning,33.82,gpt-3.5-turbo,2026-02-18
1933,reasoning,36.12,gpt-3.5-turbo,2026-02-18
1934,knowledge,68.49,gpt-4,2026-02-18
1935,knowledge,92.17,gpt-4,2026-02-18
1936,knowledge,63.06,gpt-4,2026-02-18
1937,knowledge,56.08,gpt-4-turbo,2026-02-18
1938,knowledge,71.45,gpt-3.5-turbo,2026-02-18
1939,knowledge,75.44,gpt-4-turbo,2026-02-18
1940,knowledge,47.02,gpt-4,2026-02-18
1941,knowledge,86.77,gpt-4-turbo,2026-02-18
1942,knowledge,56.47,gpt-3.5-turbo,2026-02-18
1943,knowledge,77.89,gpt-4,2026-02-18
1944,knowledge,52.69,gpt-3.5-turbo,2026-02-18
1945,knowledge,90.32,gpt-3.5-turbo,2026-02-18
1946,knowledge,67.74,gpt-4-turbo,2026-02-18
1947,code,55.08,gpt-3.5-turbo,2026-02-18
1948,code,39.96,claude-3-opus,2026-02-18
1949,code,41.08,gpt-4-turbo,2026-02-18
1950,code,9.85,gpt-4-turbo,2026-02-18
1951,code,36.62,claude-3-opus,2026-02-18
1952,code,63.93,claude-3-opus,2026-02-18
1953,code,29.49,claude-3-opus,2026-02-18
1954,code,62.43,gpt-4,2026-02-18
1955,code,27.42,gpt-3.5-turbo,2026-02-18
1956,code,61.12,gpt-3.5-turbo,2026-02-18
1957,code,52.16,claude-3-opus,2026-02-18
1958,code,9.1,gpt-4-turbo,2026-02-18
1959,code,30.4,gpt-4,2026-02-18
1960,code,50.3,gpt-3.5-turbo,2026-02-18
1961,code,48.11,gpt-4-turbo,2026-02-18
1962,instruction_following,97.95,claude-3-opus,2026-02-18
1963,instruction_following,72.33,claude-3-opus,2026-02-18
1964,instruction_following,82.37,gpt-4,2026-02-18
1965,instruction_following,57.74,gpt-4,2026-02-18
1966,instruction_following,54.76,claude-3-opus,2026-02-18
1967,instruction_following,76.45,gpt-4,2026-02-18
1968,instruction_following,82.85,claude-3-opus,2026-02-18
1969,instruction_following,87.88,claude-3-opus,2026-02-18
1970,instruction_following,60.79,claude-3-opus,2026-02-18
1971,instruction_following,55.22,gpt-4,2026-02-18
1972,instruction_following,55.74,gpt-4-turbo,2026-02-18
1973,tool_calling,38.74,gpt-4-turbo,2026-02-18
1974,tool_calling,29.64,claude-3-opus,2026-02-18
1975,tool_calling,35.87,gpt-3.5-turbo,2026-02-18
1976,tool_calling,68.3,claude-3-opus,2026-02-18
1977,tool_calling,53.07,claude-3-opus,2026-02-18
1978,tool_calling,40.12,gpt-3.5-turbo,2026-02-18
1979,tool_calling,50.37,gpt-3.5-turbo,2026-02-18
1980,tool_calling,83.36,gpt-4-turbo,2026-02-18
1981,tool_calling,53.17,claude-3-opus,2026-02-18
1982,reasoning,59.3,gpt-4,2026-02-19
1983,reasoning,45.33,claude-3-opus,2026-02-19
1984,reasoning,64.95,claude-3-opus,2026-02-19
1985,reasoning,49.47,gpt-4,2026-02-19
1986,reasoning,43.51,gpt-4-turbo,2026-02-19
1987,reasoning,61.36,gpt-4-turbo,2026-02-19
1988,reasoning,73.09,gpt-3.5-turbo,2026-02-19
1989,reasoning,50.59,gpt-3.5-turbo,2026-02-19
1990,reasoning,34.03,gpt-3.5-turbo,2026-02-19
1991,reasoning,34.57,gpt-4-turbo,2026-02-19
1992,reasoning,44.31,gpt-3.5-turbo,2026-02-19
1993,reasoning,43.03,gpt-4-turbo,2026-02-19
1994,reasoning,43.2,gpt-4,2026-02-19
1995,knowledge,39.77,gpt-4-turbo,2026-02-19
1996,knowledge,85.24,gpt-4-turbo,2026-02-19
1997,knowledge,8.25,gpt-3.5-turbo,2026-02-19
1998,knowledge,73.87,gpt-3.5-turbo,2026-02-19
1999,knowledge,70.45,claude-3-opus,2026-02-19
2000,knowledge,57.36,gpt-3.5-turbo,2026-02-19
2001,knowledge,44.92,gpt-4-turbo,2026-02-19
2002,knowledge,18.78,gpt-4,2026-02-19
2003,knowledge,83.99,gpt-3.5-turbo,2026-02-19
2004,code,45.65,gpt-4-turbo,2026-02-19
2005,code,38.41,gpt-4,2026-02-19
2006,code,65.01,gpt-3.5-turbo,2026-02-19
2007,code,35.47,gpt-4-turbo,2026-02-19
2008,code,66.23,claude-3-opus,2026-02-19
2009,code,41.96,gpt-4-turbo,2026-02-19
2010,code,77.64,claude-3-opus,2026-02-19
2011,code,36.18,claude-3-opus,2026-02-19
2012,code,52.26,gpt-4,2026-02-19
2013,code,19.55,gpt-4,2026-02-19
2014,code,38.62,gpt-3.5-turbo,2026-02-19
2015,code,52.62,gpt-4-turbo,2026-02-19
2016,code,60.05,gpt-3.5-turbo,2026-02-19
2017,code,32.95,gpt-3.5-turbo,2026-02-19
2018,code,33.4,claude-3-opus,2026-02-19
2019,instruction_following,88.88,claude-3-opus,2026-02-19
2020,instruction_following,85.75,gpt-4,2026-02-19
2021,instruction_following,56.58,gpt-4,2026-02-19
2022,instruction_following,45.32,gpt-3.5-turbo,2026-02-19
2023,instruction_following,90.73,gpt-4-turbo,2026-02-19
2024,instruction_following,73.17,claude-3-opus,2026-02-19
2025,instruction_following,65.5,gpt-4-turbo,2026-02-19
2026,instruction_following,37.19,claude-3-opus,2026-02-19
2027,instruction_following,62.56,gpt-3.5-turbo,2026-02-19
2028,instruction_following,80.02,gpt-3.5-turbo,2026-02-19
2029,tool_calling,49.9,gpt-4,2026-02-19
2030,tool_calling,74.3,claude-3-opus,2026-02-19
2031,tool_calling,80.69,gpt-4-turbo,2026-02-19
2032,tool_calling,26.17,gpt-4,2026-02-19
2033,tool_calling,47.84,claude-3-opus,2026-02-19
2034,tool_calling,33.77,gpt-4-turbo,2026-02-19
2035,tool_calling,35.13,gpt-3.5-turbo,2026-02-19
2036,tool_calling,54.98,gpt-4,2026-02-19
2037,tool_calling,46.69,claude-3-opus,2026-02-19
2038,tool_calling,16.14,gpt-4,2026-02-19
2039,tool_calling,80.01,gpt-4-turbo,2026-02-19
2040,tool_calling,41.7,gpt-4-turbo,2026-02-19
2041,tool_calling,47.1,gpt-4,2026-02-19
2042,reasoning,48.55,gpt-4,2026-02-20
2043,reasoning,35.68,gpt-4,2026-02-20
2044,reasoning,23.54,gpt-4,2026-02-20
2045,reasoning,79.33,claude-3-opus,2026-02-20
2046,reasoning,81.71,gpt-4-turbo,2026-02-20
2047,reasoning,60.23,gpt-3.5-turbo,2026-02-20
2048,knowledge,61.37,gpt-4,2026-02-20
2049,knowledge,39.13,gpt-3.5-turbo,2026-02-20
2050,knowledge,73.12,gpt-3.5-turbo,2026-02-20
2051,knowledge,43.58,claude-3-opus,2026-02-20
2052,knowledge,60.1,gpt-3.5-turbo,2026-02-20
2053,knowledge,67.42,gpt-4-turbo,2026-02-20
2054,code,6.96,gpt-3.5-turbo,2026-02-20
2055,code,63.54,gpt-4,2026-02-20
2056,code,54.26,claude-3-opus,2026-02-20
2057,code,76.52,gpt-4,2026-02-20
2058,code,50.4,gpt-4-turbo,2026-02-20
2059,code,55.32,gpt-4-turbo,2026-02-20
2060,code,48.26,claude-3-opus,2026-02-20
2061,instruction_following,59.17,gpt-3.5-turbo,2026-02-20
2062,instruction_following,44.4,claude-3-opus,2026-02-20
